user_name,user_id,video_id,video_desc,video_time,video_length,video_link,n_likes,n_shares,n_comments
therock,6745191554350760966,7150670176512445739,,1664895167,18,https://www.tiktok.com/@therock/video/7150670176512445739?lang=en,808700,10000,7248
